state,Year,Date
New York,2095,2095-02-07
New York,2096,2096-02-02
New York,2096,2096-02-03
New York,2097,2097-01-26
New York,2097,2097-01-27
New York,2097,2097-01-28
New York,2097,2097-01-31
New York,2097,2097-02-01
New York,2098,2098-01-22
New York,2098,2098-01-23
New York,2098,2098-01-25
New York,2098,2098-01-26
New York,2098,2098-01-27
New York,2098,2098-02-02
New York,2098,2098-02-03
New York,2098,2098-02-15
New York,2098,2098-02-16
New York,2099,2099-01-16
New York,2099,2099-01-17
New York,2099,2099-01-18
New York,2099,2099-01-21
New York,2099,2099-01-22
New York,2099,2099-01-25
New York,2099,2099-01-26
New York,2099,2099-01-28
New York,2099,2099-01-29
New York,2099,2099-01-30
New York,2099,2099-01-31
New York,2099,2099-02-01
New York,2099,2099-02-02
New York,2099,2099-02-03
New York,2099,2099-02-06
New York,2099,2099-02-07
New York,2099,2099-02-08
New York,2099,2099-02-09
New York,2099,2099-02-10
New York,2099,2099-02-11
New York,2099,2099-02-13
New York,2099,2099-02-14
New York,2099,2099-02-15
