state,Year,cdd
Nevada,2020,1825.3125964910723
Nevada,2021,1648.2604655680734
Nevada,2022,2125.0024594488377
Nevada,2023,1969.685887941234
Nevada,2024,2059.2827418071033
Nevada,2025,2035.2482246052364
Nevada,2026,1654.0873604753708
Nevada,2027,1949.1994076601852
Nevada,2028,1887.129169220867
Nevada,2029,1780.9040218600321
Nevada,2030,1904.003273717558
Nevada,2031,1932.5250712320435
Nevada,2032,1790.5420989397535
Nevada,2033,1959.4367408824019
Nevada,2034,1895.890358987955
Nevada,2035,1639.71505600547
Nevada,2036,1709.5295127597235
Nevada,2037,1758.226898335046
Nevada,2038,2008.830924147396
Nevada,2039,1687.3045827861529
Nevada,2040,1710.5124486628729
Nevada,2041,1811.5687339593342
Nevada,2042,1782.9971468330173
Nevada,2043,1712.1281404570036
Nevada,2044,1802.356308598647
Nevada,2045,1676.2945371379149
Nevada,2046,1783.1224590623303
Nevada,2047,1683.2041961179143
Nevada,2048,1867.67364338271
Nevada,2049,1845.2690178645403
Nevada,2050,1872.9793108332271
Nevada,2051,1953.2066161156354
Nevada,2052,1620.69294578079
Nevada,2053,1813.0164319095747
Nevada,2054,1367.115188491509
Nevada,2055,1495.0532229425407
Nevada,2056,1571.7144031176153
Nevada,2057,1512.6442916425312
Nevada,2058,1563.7071029115787
Nevada,2059,1860.4764881035653
Nevada,2060,1445.9712063040188
Nevada,2061,1277.8426422786465
Nevada,2062,1731.4314978114978
Nevada,2063,1569.7651936171815
Nevada,2064,1652.9435807008585
Nevada,2065,1671.1865789162987
Nevada,2066,1265.7609407839504
Nevada,2067,1605.5662627649322
Nevada,2068,1534.887683199397
Nevada,2069,1417.8315606657384
Nevada,2070,1535.6363761234936
Nevada,2071,1540.952749962375
Nevada,2072,1451.400671134038
Nevada,2073,1524.7977438237233
Nevada,2074,1467.3452760365967
Nevada,2075,1198.5777533269045
Nevada,2076,1292.6917600666216
Nevada,2077,1381.6397185439287
Nevada,2078,1540.4355540754052
Nevada,2079,1262.763711468826
Nevada,2080,1292.5585199242532
Nevada,2081,1412.2883993171429
Nevada,2082,1344.1842798885295
Nevada,2083,1282.7847122065423
Nevada,2084,1371.9098042025753
Nevada,2085,1234.81563407147
Nevada,2086,1346.2794959423056
Nevada,2087,1272.5885696352848
Nevada,2088,1385.3216017951938
Nevada,2089,1373.8437085450878
Nevada,2090,1392.5300513013765
Nevada,2091,1468.1616630529224
Nevada,2092,1215.9458482191847
Nevada,2093,1347.1530245296844
Nevada,2094,960.6780743453747
Nevada,2095,1072.565717822075
Nevada,2096,1109.7061730204819
Nevada,2097,1045.8425196685253
Nevada,2098,1101.956288943396
Nevada,2099,1334.8716667976773
