region,Year,average_total_load
New Mexico,2020,
New Mexico,2021,
New Mexico,2025,
New Mexico,2027,
New Mexico,2029,
New Mexico,2030,
New Mexico,2032,
New Mexico,2033,
New Mexico,2034,
New Mexico,2035,
New Mexico,2036,
New Mexico,2037,
New Mexico,2038,
New Mexico,2039,
New Mexico,2040,
New Mexico,2041,
New Mexico,2042,
New Mexico,2043,
New Mexico,2044,
New Mexico,2045,
New Mexico,2046,
New Mexico,2047,
New Mexico,2048,
New Mexico,2049,
New Mexico,2050,
New Mexico,2051,
New Mexico,2052,
New Mexico,2053,
New Mexico,2054,
New Mexico,2055,
New Mexico,2056,
New Mexico,2057,
New Mexico,2058,
New Mexico,2059,
New Mexico,2060,
New Mexico,2061,
New Mexico,2062,
New Mexico,2063,
New Mexico,2064,
New Mexico,2065,
New Mexico,2066,
New Mexico,2067,
New Mexico,2068,
New Mexico,2069,
New Mexico,2070,
New Mexico,2071,
New Mexico,2072,
New Mexico,2073,
New Mexico,2074,
New Mexico,2075,
New Mexico,2076,
New Mexico,2077,
New Mexico,2078,
New Mexico,2079,
New Mexico,2080,
New Mexico,2081,
New Mexico,2082,
New Mexico,2083,
New Mexico,2084,
New Mexico,2085,
New Mexico,2086,
New Mexico,2087,
New Mexico,2088,
New Mexico,2089,
New Mexico,2090,
New Mexico,2091,
New Mexico,2092,
New Mexico,2093,
New Mexico,2094,
New Mexico,2095,
New Mexico,2096,
New Mexico,2097,
New Mexico,2098,
New Mexico,2099,
Washington,2021,
Washington,2022,
Washington,2023,
Washington,2024,
Washington,2025,
Washington,2026,
Washington,2027,
Washington,2028,
Washington,2029,
Washington,2030,
Washington,2031,
Washington,2032,
Washington,2034,
Washington,2035,
Washington,2036,
Washington,2037,
Washington,2038,
Washington,2039,
Washington,2040,
Washington,2041,
Washington,2042,
Washington,2043,
Washington,2044,
Washington,2045,
Washington,2046,
Washington,2047,
Washington,2048,
Washington,2049,
Washington,2050,
Washington,2051,
Washington,2052,
Washington,2053,
Washington,2054,
Washington,2055,
Washington,2056,
Washington,2057,
Washington,2058,
Washington,2059,
Washington,2060,
Washington,2061,
Washington,2062,
Washington,2063,
Washington,2064,
Washington,2065,
Washington,2066,
Washington,2067,
Washington,2068,
Washington,2069,
Washington,2070,
Washington,2071,
Washington,2072,
Washington,2073,
Washington,2074,
Washington,2075,
Washington,2076,
Washington,2077,
Washington,2078,
Washington,2079,
Washington,2080,
Washington,2081,
Washington,2082,
Washington,2083,
Washington,2084,
Washington,2085,
Washington,2086,
Washington,2087,
Washington,2088,
Washington,2089,
Washington,2090,
Washington,2091,
Washington,2092,
Washington,2093,
Washington,2094,
Washington,2095,
Washington,2096,
Washington,2097,
Washington,2098,
Washington,2099,
Kansas,2020,
Kansas,2023,
Kansas,2024,
Kansas,2025,
Kansas,2026,
Kansas,2027,
Kansas,2028,
Kansas,2030,
Kansas,2031,
Kansas,2034,
Kansas,2036,
Kansas,2037,
Kansas,2038,
Kansas,2039,
Kansas,2040,
Kansas,2041,
Kansas,2042,
Kansas,2043,
Kansas,2044,
Kansas,2045,
Kansas,2046,
Kansas,2047,
Kansas,2048,
Kansas,2049,
Kansas,2050,
Kansas,2051,
Kansas,2052,
Kansas,2053,
Kansas,2054,
Kansas,2056,
Kansas,2057,
Kansas,2058,
Kansas,2059,
Kansas,2060,
Kansas,2061,
Kansas,2062,
Kansas,2063,
Kansas,2064,
Kansas,2065,
Kansas,2066,
Kansas,2067,
Kansas,2068,
Kansas,2069,
Kansas,2070,
Kansas,2071,
Kansas,2072,
Kansas,2073,
Kansas,2074,
Kansas,2075,
Kansas,2076,
Kansas,2077,
Kansas,2078,
Kansas,2079,
Kansas,2080,
Kansas,2081,
Kansas,2082,
Kansas,2083,
Kansas,2084,
Kansas,2085,
Kansas,2086,
Kansas,2087,
Kansas,2088,
Kansas,2089,
Kansas,2090,
Kansas,2091,
Kansas,2092,
Kansas,2093,
Kansas,2094,
Kansas,2095,
Kansas,2096,
Kansas,2097,
Kansas,2098,
Kansas,2099,
Maine,2020,
Maine,2021,
Maine,2022,
Maine,2023,
Maine,2024,
Maine,2025,
Maine,2026,
Maine,2027,
Maine,2028,
Maine,2029,
Maine,2030,
Maine,2031,
Maine,2032,
Maine,2033,
Maine,2034,
Maine,2035,
Maine,2036,
Maine,2037,
Maine,2038,
Maine,2039,
Maine,2040,
Maine,2041,
Maine,2042,
Maine,2043,
Maine,2044,
Maine,2045,
Maine,2046,
Maine,2047,
Maine,2048,
Maine,2049,
Maine,2050,
Maine,2051,
Maine,2052,
Maine,2053,
Maine,2054,
Maine,2055,
Maine,2056,
Maine,2057,
Maine,2058,
Maine,2059,
Maine,2060,
Maine,2061,
Maine,2062,
Maine,2063,
Maine,2064,
Maine,2065,
Maine,2066,
Maine,2067,
Maine,2068,
Maine,2069,
Maine,2070,
Maine,2071,
Maine,2072,
Maine,2073,
Maine,2074,
Maine,2075,
Maine,2076,
Maine,2077,
Maine,2078,
Maine,2079,
Maine,2080,
Maine,2081,
Maine,2082,
Maine,2083,
Maine,2084,
Maine,2085,
Maine,2086,
Maine,2087,
Maine,2088,
Maine,2089,
Maine,2090,
Maine,2091,
Maine,2092,
Maine,2093,
Maine,2094,
Maine,2095,
Maine,2096,
Maine,2097,
Maine,2098,
Maine,2099,
Minnesota,2020,
Minnesota,2021,
Minnesota,2022,
Minnesota,2023,
Minnesota,2024,
Minnesota,2025,
Minnesota,2027,
Minnesota,2028,
Minnesota,2029,
Minnesota,2030,
Minnesota,2031,
Minnesota,2034,
Minnesota,2035,
Minnesota,2036,
Minnesota,2037,
Minnesota,2038,
Minnesota,2039,
Minnesota,2040,
Minnesota,2041,
Minnesota,2042,
Minnesota,2043,
Minnesota,2044,
Minnesota,2045,
Minnesota,2046,
Minnesota,2047,
Minnesota,2048,
Minnesota,2049,
Minnesota,2050,
Minnesota,2051,
Minnesota,2052,
Minnesota,2053,
Minnesota,2054,
Minnesota,2055,
Minnesota,2056,
Minnesota,2057,
Minnesota,2058,
Minnesota,2060,
Minnesota,2061,
Minnesota,2062,
Minnesota,2063,
Minnesota,2064,
Minnesota,2065,
Minnesota,2066,
Minnesota,2067,
Minnesota,2068,
Minnesota,2069,
Minnesota,2070,
Minnesota,2071,
Minnesota,2072,
Minnesota,2073,
Minnesota,2074,
Minnesota,2075,
Minnesota,2076,
Minnesota,2077,
Minnesota,2078,
Minnesota,2079,
Minnesota,2080,
Minnesota,2081,
Minnesota,2082,
Minnesota,2083,
Minnesota,2084,
Minnesota,2085,
Minnesota,2086,
Minnesota,2087,
Minnesota,2088,
Minnesota,2089,
Minnesota,2090,
Minnesota,2091,
Minnesota,2092,
Minnesota,2093,
Minnesota,2094,
Minnesota,2095,
Minnesota,2096,
Minnesota,2097,
Minnesota,2098,
Minnesota,2099,
Kentucky,2020,
Kentucky,2023,
Kentucky,2026,
Kentucky,2027,
Kentucky,2028,
Kentucky,2030,
Kentucky,2033,
Kentucky,2035,
Kentucky,2038,
Kentucky,2039,
Kentucky,2040,
Kentucky,2041,
Kentucky,2042,
Kentucky,2045,
Kentucky,2046,
Kentucky,2047,
Kentucky,2048,
Kentucky,2050,
Kentucky,2051,
Kentucky,2052,
Kentucky,2053,
Kentucky,2054,
Kentucky,2056,
Kentucky,2058,
Kentucky,2059,
Kentucky,2060,
Kentucky,2061,
Kentucky,2062,
Kentucky,2063,
Kentucky,2064,
Kentucky,2065,
Kentucky,2066,
Kentucky,2067,
Kentucky,2068,
Kentucky,2069,
Kentucky,2070,
Kentucky,2071,
Kentucky,2072,
Kentucky,2073,
Kentucky,2074,
Kentucky,2075,
Kentucky,2076,
Kentucky,2077,
Kentucky,2078,
Kentucky,2079,
Kentucky,2080,
Kentucky,2081,
Kentucky,2082,
Kentucky,2083,
Kentucky,2084,
Kentucky,2085,
Kentucky,2086,
Kentucky,2087,
Kentucky,2088,
Kentucky,2089,
Kentucky,2090,
Kentucky,2091,
Kentucky,2092,
Kentucky,2093,
Kentucky,2094,
Kentucky,2095,
Kentucky,2096,
Kentucky,2097,
Kentucky,2098,
Kentucky,2099,
Oklahoma,2020,
Oklahoma,2024,
Oklahoma,2026,
Oklahoma,2035,
Oklahoma,2036,
Oklahoma,2039,
Oklahoma,2040,
Oklahoma,2041,
Oklahoma,2043,
Oklahoma,2046,
Oklahoma,2048,
Oklahoma,2049,
Oklahoma,2050,
Oklahoma,2051,
Oklahoma,2052,
Oklahoma,2053,
Oklahoma,2057,
Oklahoma,2058,
Oklahoma,2059,
Oklahoma,2060,
Oklahoma,2061,
Oklahoma,2062,
Oklahoma,2063,
Oklahoma,2064,
Oklahoma,2065,
Oklahoma,2066,
Oklahoma,2067,
Oklahoma,2068,
Oklahoma,2069,
Oklahoma,2070,
Oklahoma,2071,
Oklahoma,2072,
Oklahoma,2073,
Oklahoma,2074,
Oklahoma,2075,
Oklahoma,2076,
Oklahoma,2077,
Oklahoma,2078,
Oklahoma,2079,
Oklahoma,2080,
Oklahoma,2081,
Oklahoma,2082,
Oklahoma,2083,
Oklahoma,2084,
Oklahoma,2085,
Oklahoma,2086,
Oklahoma,2087,
Oklahoma,2088,
Oklahoma,2089,
Oklahoma,2090,
Oklahoma,2091,
Oklahoma,2092,
Oklahoma,2093,
Oklahoma,2094,
Oklahoma,2095,
Oklahoma,2096,
Oklahoma,2097,
Oklahoma,2098,
Oklahoma,2099,
North Carolina,2020,
North Carolina,2021,
North Carolina,2023,
North Carolina,2026,
North Carolina,2027,
North Carolina,2028,
North Carolina,2030,
North Carolina,2032,
North Carolina,2033,
North Carolina,2035,
North Carolina,2036,
North Carolina,2037,
North Carolina,2038,
North Carolina,2039,
North Carolina,2040,
North Carolina,2042,
North Carolina,2045,
North Carolina,2047,
North Carolina,2048,
North Carolina,2049,
North Carolina,2050,
North Carolina,2051,
North Carolina,2052,
North Carolina,2055,
North Carolina,2056,
North Carolina,2057,
North Carolina,2059,
North Carolina,2060,
North Carolina,2061,
North Carolina,2062,
North Carolina,2063,
North Carolina,2064,
North Carolina,2065,
North Carolina,2066,
North Carolina,2067,
North Carolina,2068,
North Carolina,2069,
North Carolina,2070,
North Carolina,2071,
North Carolina,2072,
North Carolina,2073,
North Carolina,2074,
North Carolina,2075,
North Carolina,2076,
North Carolina,2077,
North Carolina,2078,
North Carolina,2079,
North Carolina,2080,
North Carolina,2081,
North Carolina,2082,
North Carolina,2083,
North Carolina,2084,
North Carolina,2085,
North Carolina,2086,
North Carolina,2087,
North Carolina,2088,
North Carolina,2089,
North Carolina,2090,
North Carolina,2091,
North Carolina,2092,
North Carolina,2093,
North Carolina,2094,
North Carolina,2095,
North Carolina,2096,
North Carolina,2097,
North Carolina,2098,
North Carolina,2099,
Nevada,2020,
Nevada,2021,
Nevada,2023,
Nevada,2024,
Nevada,2025,
Nevada,2026,
Nevada,2027,
Nevada,2028,
Nevada,2029,
Nevada,2030,
Nevada,2031,
Nevada,2032,
Nevada,2033,
Nevada,2034,
Nevada,2035,
Nevada,2036,
Nevada,2037,
Nevada,2038,
Nevada,2039,
Nevada,2040,
Nevada,2041,
Nevada,2042,
Nevada,2043,
Nevada,2044,
Nevada,2045,
Nevada,2046,
Nevada,2047,
Nevada,2048,
Nevada,2049,
Nevada,2050,
Nevada,2051,
Nevada,2052,
Nevada,2053,
Nevada,2054,
Nevada,2055,
Nevada,2056,
Nevada,2057,
Nevada,2058,
Nevada,2059,
Nevada,2060,
Nevada,2061,
Nevada,2062,
Nevada,2063,
Nevada,2064,
Nevada,2065,
Nevada,2066,
Nevada,2067,
Nevada,2068,
Nevada,2069,
Nevada,2070,
Nevada,2071,
Nevada,2072,
Nevada,2073,
Nevada,2074,
Nevada,2075,
Nevada,2076,
Nevada,2077,
Nevada,2078,
Nevada,2079,
Nevada,2080,
Nevada,2081,
Nevada,2082,
Nevada,2083,
Nevada,2084,
Nevada,2085,
Nevada,2086,
Nevada,2087,
Nevada,2088,
Nevada,2089,
Nevada,2090,
Nevada,2091,
Nevada,2092,
Nevada,2093,
Nevada,2094,
Nevada,2095,
Nevada,2096,
Nevada,2097,
Nevada,2098,
Nevada,2099,
Delaware,2020,
Delaware,2021,
Delaware,2023,
Delaware,2025,
Delaware,2026,
Delaware,2027,
Delaware,2028,
Delaware,2031,
Delaware,2033,
Delaware,2035,
Delaware,2037,
Delaware,2039,
Delaware,2041,
Delaware,2042,
Delaware,2045,
Delaware,2046,
Delaware,2047,
Delaware,2048,
Delaware,2050,
Delaware,2051,
Delaware,2052,
Delaware,2056,
Delaware,2058,
Delaware,2059,
Delaware,2060,
Delaware,2061,
Delaware,2063,
Delaware,2064,
Delaware,2065,
Delaware,2066,
Delaware,2067,
Delaware,2068,
Delaware,2069,
Delaware,2070,
Delaware,2071,
Delaware,2072,
Delaware,2073,
Delaware,2074,
Delaware,2075,
Delaware,2076,
Delaware,2077,
Delaware,2078,
Delaware,2079,
Delaware,2080,
Delaware,2081,
Delaware,2082,
Delaware,2083,
Delaware,2084,
Delaware,2085,
Delaware,2086,
Delaware,2087,
Delaware,2088,
Delaware,2089,
Delaware,2090,
Delaware,2091,
Delaware,2092,
Delaware,2093,
Delaware,2094,
Delaware,2095,
Delaware,2096,
Delaware,2097,
Delaware,2098,
Delaware,2099,
Idaho,2020,
Idaho,2022,
Idaho,2023,
Idaho,2024,
Idaho,2025,
Idaho,2026,
Idaho,2028,
Idaho,2029,
Idaho,2030,
Idaho,2031,
Idaho,2032,
Idaho,2034,
Idaho,2035,
Idaho,2036,
Idaho,2037,
Idaho,2038,
Idaho,2039,
Idaho,2040,
Idaho,2041,
Idaho,2042,
Idaho,2043,
Idaho,2044,
Idaho,2045,
Idaho,2046,
Idaho,2047,
Idaho,2048,
Idaho,2049,
Idaho,2050,
Idaho,2051,
Idaho,2052,
Idaho,2053,
Idaho,2054,
Idaho,2055,
Idaho,2056,
Idaho,2057,
Idaho,2058,
Idaho,2059,
Idaho,2060,
Idaho,2061,
Idaho,2062,
Idaho,2063,
Idaho,2064,
Idaho,2065,
Idaho,2066,
Idaho,2067,
Idaho,2068,
Idaho,2069,
Idaho,2070,
Idaho,2071,
Idaho,2072,
Idaho,2073,
Idaho,2074,
Idaho,2075,
Idaho,2076,
Idaho,2077,
Idaho,2078,
Idaho,2079,
Idaho,2080,
Idaho,2081,
Idaho,2082,
Idaho,2083,
Idaho,2084,
Idaho,2085,
Idaho,2086,
Idaho,2087,
Idaho,2088,
Idaho,2089,
Idaho,2090,
Idaho,2091,
Idaho,2092,
Idaho,2093,
Idaho,2094,
Idaho,2095,
Idaho,2096,
Idaho,2097,
Idaho,2098,
Idaho,2099,
Maryland,2020,
Maryland,2021,
Maryland,2023,
Maryland,2025,
Maryland,2026,
Maryland,2027,
Maryland,2028,
Maryland,2031,
Maryland,2032,
Maryland,2033,
Maryland,2035,
Maryland,2037,
Maryland,2038,
Maryland,2039,
Maryland,2041,
Maryland,2042,
Maryland,2045,
Maryland,2046,
Maryland,2047,
Maryland,2048,
Maryland,2050,
Maryland,2051,
Maryland,2052,
Maryland,2055,
Maryland,2056,
Maryland,2057,
Maryland,2058,
Maryland,2059,
Maryland,2060,
Maryland,2061,
Maryland,2063,
Maryland,2064,
Maryland,2065,
Maryland,2066,
Maryland,2067,
Maryland,2068,
Maryland,2069,
Maryland,2070,
Maryland,2071,
Maryland,2072,
Maryland,2073,
Maryland,2074,
Maryland,2075,
Maryland,2076,
Maryland,2077,
Maryland,2078,
Maryland,2079,
Maryland,2080,
Maryland,2081,
Maryland,2082,
Maryland,2083,
Maryland,2084,
Maryland,2085,
Maryland,2086,
Maryland,2087,
Maryland,2088,
Maryland,2089,
Maryland,2090,
Maryland,2091,
Maryland,2092,
Maryland,2093,
Maryland,2094,
Maryland,2095,
Maryland,2096,
Maryland,2097,
Maryland,2098,
Maryland,2099,
Missouri,2020,
Missouri,2023,
Missouri,2024,
Missouri,2027,
Missouri,2028,
Missouri,2030,
Missouri,2031,
Missouri,2036,
Missouri,2037,
Missouri,2038,
Missouri,2039,
Missouri,2040,
Missouri,2041,
Missouri,2043,
Missouri,2045,
Missouri,2046,
Missouri,2047,
Missouri,2048,
Missouri,2050,
Missouri,2051,
Missouri,2052,
Missouri,2053,
Missouri,2054,
Missouri,2057,
Missouri,2058,
Missouri,2060,
Missouri,2061,
Missouri,2062,
Missouri,2063,
Missouri,2064,
Missouri,2065,
Missouri,2066,
Missouri,2067,
Missouri,2068,
Missouri,2069,
Missouri,2070,
Missouri,2071,
Missouri,2073,
Missouri,2074,
Missouri,2075,
Missouri,2076,
Missouri,2077,
Missouri,2078,
Missouri,2079,
Missouri,2080,
Missouri,2081,
Missouri,2082,
Missouri,2083,
Missouri,2084,
Missouri,2085,
Missouri,2086,
Missouri,2087,
Missouri,2088,
Missouri,2089,
Missouri,2090,
Missouri,2091,
Missouri,2092,
Missouri,2093,
Missouri,2094,
Missouri,2095,
Missouri,2096,
Missouri,2097,
Missouri,2098,
Missouri,2099,
Nebraska,2020,
Nebraska,2021,
Nebraska,2023,
Nebraska,2024,
Nebraska,2025,
Nebraska,2027,
Nebraska,2028,
Nebraska,2029,
Nebraska,2030,
Nebraska,2031,
Nebraska,2034,
Nebraska,2035,
Nebraska,2036,
Nebraska,2037,
Nebraska,2038,
Nebraska,2039,
Nebraska,2040,
Nebraska,2041,
Nebraska,2042,
Nebraska,2043,
Nebraska,2044,
Nebraska,2045,
Nebraska,2046,
Nebraska,2047,
Nebraska,2048,
Nebraska,2049,
Nebraska,2050,
Nebraska,2051,
Nebraska,2052,
Nebraska,2053,
Nebraska,2054,
Nebraska,2055,
Nebraska,2056,
Nebraska,2057,
Nebraska,2058,
Nebraska,2059,
Nebraska,2060,
Nebraska,2061,
Nebraska,2062,
Nebraska,2063,
Nebraska,2064,
Nebraska,2065,
Nebraska,2066,
Nebraska,2067,
Nebraska,2068,
Nebraska,2069,
Nebraska,2070,
Nebraska,2071,
Nebraska,2072,
Nebraska,2073,
Nebraska,2074,
Nebraska,2075,
Nebraska,2076,
Nebraska,2077,
Nebraska,2078,
Nebraska,2079,
Nebraska,2080,
Nebraska,2081,
Nebraska,2082,
Nebraska,2083,
Nebraska,2084,
Nebraska,2085,
Nebraska,2086,
Nebraska,2087,
Nebraska,2088,
Nebraska,2089,
Nebraska,2090,
Nebraska,2091,
Nebraska,2092,
Nebraska,2093,
Nebraska,2094,
Nebraska,2095,
Nebraska,2096,
Nebraska,2097,
Nebraska,2098,
Nebraska,2099,
Indiana,2020,
Indiana,2023,
Indiana,2024,
Indiana,2027,
Indiana,2028,
Indiana,2030,
Indiana,2031,
Indiana,2034,
Indiana,2035,
Indiana,2038,
Indiana,2039,
Indiana,2040,
Indiana,2041,
Indiana,2042,
Indiana,2043,
Indiana,2045,
Indiana,2046,
Indiana,2047,
Indiana,2048,
Indiana,2050,
Indiana,2051,
Indiana,2052,
Indiana,2053,
Indiana,2054,
Indiana,2057,
Indiana,2058,
Indiana,2060,
Indiana,2061,
Indiana,2062,
Indiana,2063,
Indiana,2064,
Indiana,2065,
Indiana,2066,
Indiana,2067,
Indiana,2068,
Indiana,2069,
Indiana,2070,
Indiana,2071,
Indiana,2072,
Indiana,2073,
Indiana,2074,
Indiana,2075,
Indiana,2076,
Indiana,2077,
Indiana,2078,
Indiana,2079,
Indiana,2080,
Indiana,2081,
Indiana,2082,
Indiana,2083,
Indiana,2084,
Indiana,2085,
Indiana,2086,
Indiana,2087,
Indiana,2088,
Indiana,2089,
Indiana,2090,
Indiana,2091,
Indiana,2092,
Indiana,2093,
Indiana,2094,
Indiana,2095,
Indiana,2096,
Indiana,2097,
Indiana,2098,
Indiana,2099,
South Dakota,2020,
South Dakota,2021,
South Dakota,2022,
South Dakota,2023,
South Dakota,2024,
South Dakota,2025,
South Dakota,2026,
South Dakota,2027,
South Dakota,2028,
South Dakota,2029,
South Dakota,2030,
South Dakota,2031,
South Dakota,2034,
South Dakota,2035,
South Dakota,2036,
South Dakota,2037,
South Dakota,2038,
South Dakota,2039,
South Dakota,2040,
South Dakota,2041,
South Dakota,2042,
South Dakota,2043,
South Dakota,2044,
South Dakota,2045,
South Dakota,2046,
South Dakota,2047,
South Dakota,2048,
South Dakota,2049,
South Dakota,2050,
South Dakota,2051,
South Dakota,2052,
South Dakota,2053,
South Dakota,2054,
South Dakota,2055,
South Dakota,2056,
South Dakota,2057,
South Dakota,2058,
South Dakota,2059,
South Dakota,2060,
South Dakota,2061,
South Dakota,2062,
South Dakota,2063,
South Dakota,2064,
South Dakota,2065,
South Dakota,2066,
South Dakota,2067,
South Dakota,2068,
South Dakota,2069,
South Dakota,2070,
South Dakota,2071,
South Dakota,2072,
South Dakota,2073,
South Dakota,2074,
South Dakota,2075,
South Dakota,2076,
South Dakota,2077,
